Year,Month,Date,ICD Sub-Chapter,ICD Sub-Chapter Code,Deaths
2012,Feb,2012/02,Other degenerative diseases of the nervous system,G30-G31,7562
2012,Feb,2012/02,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1200
2012,Feb,2012/02,"Diseases of arteries, arterioles and capillaries",I70-I78,2136
2012,Feb,2012/02,Influenza and pneumonia,J09-J18,4605
2012,Feb,2012/02,Chronic lower respiratory diseases,J40-J47,12669
2012,Feb,2012/02,Diseases of liver,K70-K76,3749
2012,Feb,2012/02,Transport accidents,V01-V99,2642
2012,Feb,2012/02,Intentional self-harm,X60-X84,3083
2012,Mar,2012/03,Tuberculosis,A16-A19,59
2012,Mar,2012/03,Other bacterial diseases,A30-A49,3348
2012,Mar,2012/03,Viral hepatitis,B15-B19,686
2012,Mar,2012/03,Human immunodeficiency virus [HIV] disease,B20-B24,627
2012,Mar,2012/03,Sequelae of infectious and parasitic diseases,B90-B94,75
2012,Mar,2012/03,Diabetes mellitus,E10-E14,6504
2012,Mar,2012/03,Malnutrition,E40-E46,255
2012,Mar,2012/03,Obesity and other hyperalimentation,E65-E68,508
2012,Mar,2012/03,Other degenerative diseases of the nervous system,G30-G31,7768
2012,Mar,2012/03,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1242
2012,Mar,2012/03,"Diseases of arteries, arterioles and capillaries",I70-I78,2214
2012,Mar,2012/03,Influenza and pneumonia,J09-J18,5177
2012,Mar,2012/03,Chronic lower respiratory diseases,J40-J47,13837
2012,Mar,2012/03,Diseases of liver,K70-K76,4002
2012,Mar,2012/03,Transport accidents,V01-V99,3103
2012,Mar,2012/03,Intentional self-harm,X60-X84,3389
2012,Apr,2012/04,Tuberculosis,A16-A19,42
2012,Apr,2012/04,Other bacterial diseases,A30-A49,3189
2012,Apr,2012/04,Viral hepatitis,B15-B19,676
2012,Apr,2012/04,Human immunodeficiency virus [HIV] disease,B20-B24,640
2012,Apr,2012/04,Sequelae of infectious and parasitic diseases,B90-B94,73
2012,Apr,2012/04,Diabetes mellitus,E10-E14,6008
2012,Apr,2012/04,Malnutrition,E40-E46,229
2012,Apr,2012/04,Obesity and other hyperalimentation,E65-E68,510
2012,Apr,2012/04,Other degenerative diseases of the nervous system,G30-G31,7319
2012,Apr,2012/04,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1197
2012,Apr,2012/04,"Diseases of arteries, arterioles and capillaries",I70-I78,2081
2012,Apr,2012/04,Influenza and pneumonia,J09-J18,4208
2012,Apr,2012/04,Chronic lower respiratory diseases,J40-J47,12231
2012,Apr,2012/04,Diseases of liver,K70-K76,3798
2012,Apr,2012/04,Transport accidents,V01-V99,3059
2012,Apr,2012/04,Intentional self-harm,X60-X84,3418
2012,May,2012/05,Tuberculosis,A16-A19,42
2012,May,2012/05,Other bacterial diseases,A30-A49,3052
2012,May,2012/05,Viral hepatitis,B15-B19,650
2012,May,2012/05,Human immunodeficiency virus [HIV] disease,B20-B24,636
2012,May,2012/05,Sequelae of infectious and parasitic diseases,B90-B94,54
2012,May,2012/05,Diabetes mellitus,E10-E14,6042
2012,May,2012/05,Malnutrition,E40-E46,233
2012,May,2012/05,Obesity and other hyperalimentation,E65-E68,489
2012,May,2012/05,Other degenerative diseases of the nervous system,G30-G31,7000
2012,May,2012/05,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1172
2012,May,2012/05,"Diseases of arteries, arterioles and capillaries",I70-I78,2110
2012,May,2012/05,Influenza and pneumonia,J09-J18,3810
2012,May,2012/05,Chronic lower respiratory diseases,J40-J47,11778
2012,May,2012/05,Diseases of liver,K70-K76,3797
2012,May,2012/05,Transport accidents,V01-V99,3331
2012,May,2012/05,Intentional self-harm,X60-X84,3700
2012,Jun,2012/06,Tuberculosis,A16-A19,35
2012,Jun,2012/06,Other bacterial diseases,A30-A49,2865
2012,Jun,2012/06,Viral hepatitis,B15-B19,704
2012,Jun,2012/06,Human immunodeficiency virus [HIV] disease,B20-B24,599
2012,Jun,2012/06,Sequelae of infectious and parasitic diseases,B90-B94,68
2012,Jun,2012/06,Diabetes mellitus,E10-E14,5807
2012,Jun,2012/06,Malnutrition,E40-E46,233
2012,Jun,2012/06,Obesity and other hyperalimentation,E65-E68,516
2012,Jun,2012/06,Other degenerative diseases of the nervous system,G30-G31,6664
2012,Jun,2012/06,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1125
2012,Jun,2012/06,"Diseases of arteries, arterioles and capillaries",I70-I78,2010
2012,Jun,2012/06,Influenza and pneumonia,J09-J18,3427
2012,Jun,2012/06,Chronic lower respiratory diseases,J40-J47,10677
2012,Jun,2012/06,Diseases of liver,K70-K76,3721
2012,Jun,2012/06,Transport accidents,V01-V99,3434
2012,Jun,2012/06,Intentional self-harm,X60-X84,3465
2012,Jul,2012/07,Tuberculosis,A16-A19,44
2012,Jul,2012/07,Other bacterial diseases,A30-A49,2928
2012,Jul,2012/07,Viral hepatitis,B15-B19,626
2012,Jul,2012/07,Human immunodeficiency virus [HIV] disease,B20-B24,590
2012,Jul,2012/07,Sequelae of infectious and parasitic diseases,B90-B94,66
2012,Jul,2012/07,Diabetes mellitus,E10-E14,5876
2012,Jul,2012/07,Malnutrition,E40-E46,248
2012,Jul,2012/07,Obesity and other hyperalimentation,E65-E68,493
2012,Jul,2012/07,Other degenerative diseases of the nervous system,G30-G31,6732
2012,Jul,2012/07,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1127
2012,Jul,2012/07,"Diseases of arteries, arterioles and capillaries",I70-I78,2013
2012,Jul,2012/07,Influenza and pneumonia,J09-J18,3430
2012,Jul,2012/07,Chronic lower respiratory diseases,J40-J47,10594
2012,Jul,2012/07,Diseases of liver,K70-K76,3745
2012,Jul,2012/07,Transport accidents,V01-V99,3559
2012,Jul,2012/07,Intentional self-harm,X60-X84,3632
2012,Aug,2012/08,Tuberculosis,A16-A19,37
2012,Aug,2012/08,Other bacterial diseases,A30-A49,2999
2012,Aug,2012/08,Viral hepatitis,B15-B19,691
2012,Aug,2012/08,Human immunodeficiency virus [HIV] disease,B20-B24,550
2012,Aug,2012/08,Sequelae of infectious and parasitic diseases,B90-B94,70
2012,Aug,2012/08,Diabetes mellitus,E10-E14,5835
2012,Aug,2012/08,Malnutrition,E40-E46,249
2012,Aug,2012/08,Obesity and other hyperalimentation,E65-E68,472
2012,Aug,2012/08,Other degenerative diseases of the nervous system,G30-G31,6810
2012,Aug,2012/08,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1159
2012,Aug,2012/08,"Diseases of arteries, arterioles and capillaries",I70-I78,2048
2012,Aug,2012/08,Influenza and pneumonia,J09-J18,3445
2012,Aug,2012/08,Chronic lower respiratory diseases,J40-J47,10595
2012,Aug,2012/08,Diseases of liver,K70-K76,3871
2012,Aug,2012/08,Transport accidents,V01-V99,3437
2012,Aug,2012/08,Intentional self-harm,X60-X84,3538
2012,Sep,2012/09,Tuberculosis,A16-A19,39
2012,Sep,2012/09,Other bacterial diseases,A30-A49,2883
2012,Sep,2012/09,Viral hepatitis,B15-B19,588
2012,Sep,2012/09,Human immunodeficiency virus [HIV] disease,B20-B24,554
2012,Sep,2012/09,Sequelae of infectious and parasitic diseases,B90-B94,63
2012,Sep,2012/09,Diabetes mellitus,E10-E14,5825
2012,Sep,2012/09,Malnutrition,E40-E46,243
2012,Sep,2012/09,Obesity and other hyperalimentation,E65-E68,498
2012,Sep,2012/09,Other degenerative diseases of the nervous system,G30-G31,7104
2012,Sep,2012/09,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1106
2012,Sep,2012/09,"Diseases of arteries, arterioles and capillaries",I70-I78,2054
2012,Sep,2012/09,Influenza and pneumonia,J09-J18,3478
2012,Sep,2012/09,Chronic lower respiratory diseases,J40-J47,10498
2012,Sep,2012/09,Diseases of liver,K70-K76,3776
2012,Sep,2012/09,Transport accidents,V01-V99,3326
2012,Sep,2012/09,Intentional self-harm,X60-X84,3384
2012,Oct,2012/10,Tuberculosis,A16-A19,40
2012,Oct,2012/10,Other bacterial diseases,A30-A49,3260
2012,Oct,2012/10,Viral hepatitis,B15-B19,711
2012,Oct,2012/10,Human immunodeficiency virus [HIV] disease,B20-B24,612
2012,Oct,2012/10,Sequelae of infectious and parasitic diseases,B90-B94,76
2012,Oct,2012/10,Diabetes mellitus,E10-E14,6103
2012,Oct,2012/10,Malnutrition,E40-E46,251
2012,Oct,2012/10,Obesity and other hyperalimentation,E65-E68,540
2012,Oct,2012/10,Other degenerative diseases of the nervous system,G30-G31,7625
2012,Oct,2012/10,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1303
2012,Oct,2012/10,"Diseases of arteries, arterioles and capillaries",I70-I78,2099
2012,Oct,2012/10,Influenza and pneumonia,J09-J18,3853
2012,Oct,2012/10,Chronic lower respiratory diseases,J40-J47,11287
2012,Oct,2012/10,Diseases of liver,K70-K76,4093
2012,Oct,2012/10,Transport accidents,V01-V99,3223
2012,Oct,2012/10,Intentional self-harm,X60-X84,3323
2012,Nov,2012/11,Tuberculosis,A16-A19,52
2012,Nov,2012/11,Other bacterial diseases,A30-A49,3257
2012,Nov,2012/11,Viral hepatitis,B15-B19,663
2012,Nov,2012/11,Human immunodeficiency virus [HIV] disease,B20-B24,546
2012,Nov,2012/11,Sequelae of infectious and parasitic diseases,B90-B94,58
2012,Nov,2012/11,Diabetes mellitus,E10-E14,6248
2012,Nov,2012/11,Malnutrition,E40-E46,258
2012,Nov,2012/11,Obesity and other hyperalimentation,E65-E68,512
2012,Nov,2012/11,Other degenerative diseases of the nervous system,G30-G31,7663
2012,Nov,2012/11,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1261
2012,Nov,2012/11,"Diseases of arteries, arterioles and capillaries",I70-I78,2193
2012,Nov,2012/11,Influenza and pneumonia,J09-J18,4080
2012,Nov,2012/11,Chronic lower respiratory diseases,J40-J47,11814
2012,Nov,2012/11,Diseases of liver,K70-K76,4051
2012,Nov,2012/11,Transport accidents,V01-V99,3156
2012,Nov,2012/11,Intentional self-harm,X60-X84,3133
2012,Dec,2012/12,Tuberculosis,A16-A19,44
2012,Dec,2012/12,Other bacterial diseases,A30-A49,3603
2012,Dec,2012/12,Viral hepatitis,B15-B19,663
2012,Dec,2012/12,Human immunodeficiency virus [HIV] disease,B20-B24,639
2012,Dec,2012/12,Sequelae of infectious and parasitic diseases,B90-B94,70
2012,Dec,2012/12,Diabetes mellitus,E10-E14,6935
2012,Dec,2012/12,Malnutrition,E40-E46,252
2012,Dec,2012/12,Obesity and other hyperalimentation,E65-E68,558
2012,Dec,2012/12,Other degenerative diseases of the nervous system,G30-G31,8282
2012,Dec,2012/12,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1388
2012,Dec,2012/12,"Diseases of arteries, arterioles and capillaries",I70-I78,2319
2012,Dec,2012/12,Influenza and pneumonia,J09-J18,6009
2012,Dec,2012/12,Chronic lower respiratory diseases,J40-J47,14216
2012,Dec,2012/12,Diseases of liver,K70-K76,4357
2012,Dec,2012/12,Transport accidents,V01-V99,3113
2012,Dec,2012/12,Intentional self-harm,X60-X84,3164
2013,Jan,2013/01,Tuberculosis,A16-A19,60
2013,Jan,2013/01,Other bacterial diseases,A30-A49,4233
2013,Jan,2013/01,Viral hepatitis,B15-B19,734
2013,Jan,2013/01,Human immunodeficiency virus [HIV] disease,B20-B24,735
2013,Jan,2013/01,Sequelae of infectious and parasitic diseases,B90-B94,102
2013,Jan,2013/01,Diabetes mellitus,E10-E14,7709
2013,Jan,2013/01,Malnutrition,E40-E46,303
2013,Jan,2013/01,Obesity and other hyperalimentation,E65-E68,612
2013,Jan,2013/01,Other degenerative diseases of the nervous system,G30-G31,9803
2013,Jan,2013/01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1493
2013,Jan,2013/01,"Diseases of arteries, arterioles and capillaries",I70-I78,2445
2013,Jan,2013/01,Influenza and pneumonia,J09-J18,9621
2013,Jan,2013/01,Chronic lower respiratory diseases,J40-J47,17499
2013,Jan,2013/01,Diseases of liver,K70-K76,4493
2013,Jan,2013/01,Transport accidents,V01-V99,2761
2013,Jan,2013/01,Intentional self-harm,X60-X84,3517
2013,Feb,2013/02,Tuberculosis,A16-A19,49
2013,Feb,2013/02,Other bacterial diseases,A30-A49,3353
2013,Feb,2013/02,Viral hepatitis,B15-B19,631
2013,Feb,2013/02,Human immunodeficiency virus [HIV] disease,B20-B24,555
2013,Feb,2013/02,Sequelae of infectious and parasitic diseases,B90-B94,76
2013,Feb,2013/02,Diabetes mellitus,E10-E14,6473
2013,Feb,2013/02,Malnutrition,E40-E46,294
2013,Feb,2013/02,Obesity and other hyperalimentation,E65-E68,572
2013,Feb,2013/02,Other degenerative diseases of the nervous system,G30-G31,8027
2013,Feb,2013/02,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1333
2013,Feb,2013/02,"Diseases of arteries, arterioles and capillaries",I70-I78,2110
2013,Feb,2013/02,Influenza and pneumonia,J09-J18,6121
2013,Feb,2013/02,Chronic lower respiratory diseases,J40-J47,14019
2013,Feb,2013/02,Diseases of liver,K70-K76,3947
2013,Feb,2013/02,Transport accidents,V01-V99,2399
2013,Feb,2013/02,Intentional self-harm,X60-X84,3009
2013,Mar,2013/03,Tuberculosis,A16-A19,40
2013,Mar,2013/03,Other bacterial diseases,A30-A49,3673
2013,Mar,2013/03,Viral hepatitis,B15-B19,739
2013,Mar,2013/03,Human immunodeficiency virus [HIV] disease,B20-B24,642
2013,Mar,2013/03,Sequelae of infectious and parasitic diseases,B90-B94,78
2013,Mar,2013/03,Diabetes mellitus,E10-E14,6732
2013,Mar,2013/03,Malnutrition,E40-E46,288
2013,Mar,2013/03,Obesity and other hyperalimentation,E65-E68,578
2013,Mar,2013/03,Other degenerative diseases of the nervous system,G30-G31,8190
2013,Mar,2013/03,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1389
2013,Mar,2013/03,"Diseases of arteries, arterioles and capillaries",I70-I78,2352
2013,Mar,2013/03,Influenza and pneumonia,J09-J18,5664
2013,Mar,2013/03,Chronic lower respiratory diseases,J40-J47,14493
2013,Mar,2013/03,Diseases of liver,K70-K76,4167
2013,Mar,2013/03,Transport accidents,V01-V99,2937
2013,Mar,2013/03,Intentional self-harm,X60-X84,3565
2013,Apr,2013/04,Tuberculosis,A16-A19,38
2013,Apr,2013/04,Other bacterial diseases,A30-A49,3298
2013,Apr,2013/04,Viral hepatitis,B15-B19,706
2013,Apr,2013/04,Human immunodeficiency virus [HIV] disease,B20-B24,548
2013,Apr,2013/04,Sequelae of infectious and parasitic diseases,B90-B94,93
2013,Apr,2013/04,Diabetes mellitus,E10-E14,6198
2013,Apr,2013/04,Malnutrition,E40-E46,261
2013,Apr,2013/04,Obesity and other hyperalimentation,E65-E68,524
2013,Apr,2013/04,Other degenerative diseases of the nervous system,G30-G31,7206
2013,Apr,2013/04,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1295
2013,Apr,2013/04,"Diseases of arteries, arterioles and capillaries",I70-I78,2168
2013,Apr,2013/04,Influenza and pneumonia,J09-J18,4634
2013,Apr,2013/04,Chronic lower respiratory diseases,J40-J47,12837
2013,Apr,2013/04,Diseases of liver,K70-K76,3924
2013,Apr,2013/04,Transport accidents,V01-V99,2845
2013,Apr,2013/04,Intentional self-harm,X60-X84,3520
2013,May,2013/05,Tuberculosis,A16-A19,40
2013,May,2013/05,Other bacterial diseases,A30-A49,3111
2013,May,2013/05,Viral hepatitis,B15-B19,699
2013,May,2013/05,Human immunodeficiency virus [HIV] disease,B20-B24,558
2013,May,2013/05,Sequelae of infectious and parasitic diseases,B90-B94,64
2013,May,2013/05,Diabetes mellitus,E10-E14,6100
2013,May,2013/05,Malnutrition,E40-E46,233
2013,May,2013/05,Obesity and other hyperalimentation,E65-E68,494
2013,May,2013/05,Other degenerative diseases of the nervous system,G30-G31,6845
2013,May,2013/05,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1233
2013,May,2013/05,"Diseases of arteries, arterioles and capillaries",I70-I78,2127
2013,May,2013/05,Influenza and pneumonia,J09-J18,3903
2013,May,2013/05,Chronic lower respiratory diseases,J40-J47,12127
2013,May,2013/05,Diseases of liver,K70-K76,4005
2013,May,2013/05,Transport accidents,V01-V99,3158
2013,May,2013/05,Intentional self-harm,X60-X84,3531
2013,Jun,2013/06,Tuberculosis,A16-A19,47
2013,Jun,2013/06,Other bacterial diseases,A30-A49,2953
2013,Jun,2013/06,Viral hepatitis,B15-B19,668
2013,Jun,2013/06,Human immunodeficiency virus [HIV] disease,B20-B24,579
2013,Jun,2013/06,Sequelae of infectious and parasitic diseases,B90-B94,58
2013,Jun,2013/06,Diabetes mellitus,E10-E14,5912
2013,Jun,2013/06,Malnutrition,E40-E46,260
2013,Jun,2013/06,Obesity and other hyperalimentation,E65-E68,531
2013,Jun,2013/06,Other degenerative diseases of the nervous system,G30-G31,6412
2013,Jun,2013/06,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1161
2013,Jun,2013/06,"Diseases of arteries, arterioles and capillaries",I70-I78,1938
2013,Jun,2013/06,Influenza and pneumonia,J09-J18,3595
2013,Jun,2013/06,Chronic lower respiratory diseases,J40-J47,11127
2013,Jun,2013/06,Diseases of liver,K70-K76,3795
2013,Jun,2013/06,Transport accidents,V01-V99,3395
2013,Jun,2013/06,Intentional self-harm,X60-X84,3470
2013,Jul,2013/07,Tuberculosis,A16-A19,55
2013,Jul,2013/07,Other bacterial diseases,A30-A49,2997
2013,Jul,2013/07,Viral hepatitis,B15-B19,634
2013,Jul,2013/07,Human immunodeficiency virus [HIV] disease,B20-B24,522
2013,Jul,2013/07,Sequelae of infectious and parasitic diseases,B90-B94,68
2013,Jul,2013/07,Diabetes mellitus,E10-E14,5742
2013,Jul,2013/07,Malnutrition,E40-E46,263
2013,Jul,2013/07,Obesity and other hyperalimentation,E65-E68,505
2013,Jul,2013/07,Other degenerative diseases of the nervous system,G30-G31,6774
2013,Jul,2013/07,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1166
2013,Jul,2013/07,"Diseases of arteries, arterioles and capillaries",I70-I78,1879
2013,Jul,2013/07,Influenza and pneumonia,J09-J18,3468
2013,Jul,2013/07,Chronic lower respiratory diseases,J40-J47,10855
2013,Jul,2013/07,Diseases of liver,K70-K76,3926
2013,Jul,2013/07,Transport accidents,V01-V99,3328
2013,Jul,2013/07,Intentional self-harm,X60-X84,3637
2013,Aug,2013/08,Tuberculosis,A16-A19,52
2013,Aug,2013/08,Other bacterial diseases,A30-A49,3183
2013,Aug,2013/08,Viral hepatitis,B15-B19,694
2013,Aug,2013/08,Human immunodeficiency virus [HIV] disease,B20-B24,522
2013,Aug,2013/08,Sequelae of infectious and parasitic diseases,B90-B94,68
2013,Aug,2013/08,Diabetes mellitus,E10-E14,5855
2013,Aug,2013/08,Malnutrition,E40-E46,216
2013,Aug,2013/08,Obesity and other hyperalimentation,E65-E68,480
2013,Aug,2013/08,Other degenerative diseases of the nervous system,G30-G31,7005
2013,Aug,2013/08,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1229
2013,Aug,2013/08,"Diseases of arteries, arterioles and capillaries",I70-I78,2010
2013,Aug,2013/08,Influenza and pneumonia,J09-J18,3447
2013,Aug,2013/08,Chronic lower respiratory diseases,J40-J47,10636
2013,Aug,2013/08,Diseases of liver,K70-K76,3989
2013,Aug,2013/08,Transport accidents,V01-V99,3573
2013,Aug,2013/08,Intentional self-harm,X60-X84,3574
2013,Sep,2013/09,Tuberculosis,A16-A19,36
2013,Sep,2013/09,Other bacterial diseases,A30-A49,3038
2013,Sep,2013/09,Viral hepatitis,B15-B19,642
2013,Sep,2013/09,Human immunodeficiency virus [HIV] disease,B20-B24,535
2013,Sep,2013/09,Sequelae of infectious and parasitic diseases,B90-B94,67
2013,Sep,2013/09,Diabetes mellitus,E10-E14,5793
2013,Sep,2013/09,Malnutrition,E40-E46,232
2013,Sep,2013/09,Obesity and other hyperalimentation,E65-E68,500
2013,Sep,2013/09,Other degenerative diseases of the nervous system,G30-G31,6895
2013,Sep,2013/09,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1194
2013,Sep,2013/09,"Diseases of arteries, arterioles and capillaries",I70-I78,1993
2013,Sep,2013/09,Influenza and pneumonia,J09-J18,3404
2013,Sep,2013/09,Chronic lower respiratory diseases,J40-J47,10309
2013,Sep,2013/09,Diseases of liver,K70-K76,3800
2013,Sep,2013/09,Transport accidents,V01-V99,3334
2013,Sep,2013/09,Intentional self-harm,X60-X84,3441
2013,Oct,2013/10,Tuberculosis,A16-A19,50
2013,Oct,2013/10,Other bacterial diseases,A30-A49,3245
2013,Oct,2013/10,Viral hepatitis,B15-B19,654
2013,Oct,2013/10,Human immunodeficiency virus [HIV] disease,B20-B24,573
2013,Oct,2013/10,Sequelae of infectious and parasitic diseases,B90-B94,53
2013,Oct,2013/10,Diabetes mellitus,E10-E14,5999
2013,Oct,2013/10,Malnutrition,E40-E46,279
2013,Oct,2013/10,Obesity and other hyperalimentation,E65-E68,557
2013,Oct,2013/10,Other degenerative diseases of the nervous system,G30-G31,7703
2013,Oct,2013/10,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1278
2013,Oct,2013/10,"Diseases of arteries, arterioles and capillaries",I70-I78,2149
2013,Oct,2013/10,Influenza and pneumonia,J09-J18,3773
2013,Oct,2013/10,Chronic lower respiratory diseases,J40-J47,11059
2013,Oct,2013/10,Diseases of liver,K70-K76,4103
